GDP Value,Cost,pte_value,se_value,Sex_Index,TIME_Index,GDPsubject,Impexp_Index,Country_Index
43313.95,436372.1,36.95,11,1,4,0,1,14
43313.95,436372.1,11.46,19.22,2,4,0,1,14
43313.95,436372.1,23.5,15.36,0,4,0,1,14
394291.94,74754.5,24.27,25.07,1,1,0,0,10
394291.94,74754.5,11.31,25.66,2,1,0,0,10
394291.94,74754.5,16.54,25.42,0,1,0,0,10
394291.94,76769.94,24.27,25.07,1,1,0,1,10
394291.94,76769.94,11.31,25.66,2,1,0,1,10
394291.94,76769.94,16.54,25.42,0,1,0,1,10
404733.22,68598.85,24.98,25.64,1,0,0,0,10
404733.22,68598.85,11.46,26.04,2,0,0,0,10
404733.22,68598.85,17,25.87,0,0,0,0,10
404733.22,75064.7,24.98,25.64,1,0,0,1,10
404733.22,75064.7,11.46,26.04,2,0,0,1,10
404733.22,75064.7,17,25.87,0,0,0,1,10
404737.22,58608.96,24.47,25.25,1,2,0,0,10
404737.22,58608.96,11.51,25.93,2,2,0,0,10
404737.22,58608.96,16.8,25.65,0,2,0,0,10
404737.22,62035.09,24.47,25.25,1,2,0,1,10
404737.22,62035.09,11.51,25.93,2,2,0,1,10
404737.22,62035.09,16.8,25.65,0,2,0,1,10
420457.03,55293.2,25.04,25.99,1,3,0,0,10
420457.03,55293.2,12.2,26.81,2,3,0,0,10
420457.03,55293.2,17.44,26.47,0,3,0,0,10
420457.03,60733.44,25.04,25.99,1,3,0,1,10
420457.03,60733.44,12.2,26.81,2,3,0,1,10
420457.03,60733.44,17.44,26.47,0,3,0,1,10
444777.64,61307.65,24.88,26.46,1,4,0,0,10
444777.64,61307.65,12.49,28.11,2,4,0,0,10
444777.64,61307.65,17.58,27.43,0,4,0,0,10
444777.64,69229.87,24.88,26.46,1,4,0,1,10
444777.64,69229.87,12.49,28.11,2,4,0,1,10
444777.64,69229.87,17.58,27.43,0,4,0,1,10
22352.53,74754.5,24.27,25.07,1,1,0,0,10
22352.53,74754.5,11.31,25.66,2,1,0,0,10
22352.53,74754.5,16.54,25.42,0,1,0,0,10
22352.53,76769.94,24.27,25.07,1,1,0,1,10
22352.53,76769.94,11.31,25.66,2,1,0,1,10
22352.53,76769.94,16.54,25.42,0,1,0,1,10
22691.63,68598.85,24.98,25.64,1,0,0,0,10
22691.63,68598.85,11.46,26.04,2,0,0,0,10
22691.63,68598.85,17,25.87,0,0,0,0,10
22691.63,75064.7,24.98,25.64,1,0,0,1,10
22691.63,75064.7,11.46,26.04,2,0,0,1,10
22691.63,75064.7,17,25.87,0,0,0,1,10
22429.7,58608.96,24.47,25.25,1,2,0,0,10
22429.7,58608.96,11.51,25.93,2,2,0,0,10
22429.7,58608.96,16.8,25.65,0,2,0,0,10
22429.7,62035.09,24.47,25.25,1,2,0,1,10
22429.7,62035.09,11.51,25.93,2,2,0,1,10
22429.7,62035.09,16.8,25.65,0,2,0,1,10
23003.91,55293.2,25.04,25.99,1,3,0,0,10
23003.91,55293.2,12.2,26.81,2,3,0,0,10
23003.91,55293.2,17.44,26.47,0,3,0,0,10
23003.91,60733.44,25.04,25.99,1,3,0,1,10
23003.91,60733.44,12.2,26.81,2,3,0,1,10
23003.91,60733.44,17.44,26.47,0,3,0,1,10
24012.91,61307.65,24.88,26.46,1,4,0,0,10
24012.91,61307.65,12.49,28.11,2,4,0,0,10
24012.91,61307.65,17.58,27.43,0,4,0,0,10
24012.91,69229.87,24.88,26.46,1,4,0,1,10
24012.91,69229.87,12.49,28.11,2,4,0,1,10
24012.91,69229.87,17.58,27.43,0,4,0,1,10
602441.5,57103.07,28.39,52.1,1,1,0,0,26
602441.5,57103.07,10.21,52.94,2,1,0,0,26
602441.5,57103.07,17.79,53.26,0,1,0,0,26
602441.5,60282.3,28.39,52.1,1,1,0,1,26
602441.5,60282.3,10.21,52.94,2,1,0,1,26
602441.5,60282.3,17.79,53.26,0,1,0,1,26
640170.13,61539.34,26.63,50.72,1,0,0,0,26
640170.13,61539.34,9.21,52.5,2,0,0,0,26
640170.13,61539.34,16.49,52.38,0,0,0,0,26
640170.13,56898.75,26.63,50.72,1,0,0,1,26
640170.13,56898.75,9.21,52.5,2,0,0,1,26
640170.13,56898.75,16.49,52.38,0,0,0,1,26
666806.17,52050.75,26.97,49.98,1,2,0,0,26
666806.17,52050.75,9.07,52.27,2,2,0,0,26
666806.17,52050.75,16.58,51.84,0,2,0,0,26
666806.17,38572.11,26.97,49.98,1,2,0,1,26
666806.17,38572.11,9.07,52.27,2,2,0,1,26
666806.17,38572.11,16.58,51.84,0,2,0,1,26
683034.01,43238.95,26.1,49.85,1,3,0,0,26
683034.01,43238.95,8.48,52.4,2,3,0,0,26
683034.01,43238.95,15.88,51.79,0,3,0,0,26
683034.01,34090.74,26.1,49.85,1,3,0,1,26
683034.01,34090.74,8.48,52.4,2,3,0,1,26
683034.01,34090.74,15.88,51.79,0,3,0,1,26
714004.03,44247.18,15.88,51.92,0,4,0,0,26
714004.03,39596.55,15.88,51.92,0,4,0,1,26
12784.97,57103.07,28.39,52.1,1,1,0,0,26
12784.97,57103.07,10.21,52.94,2,1,0,0,26
12784.97,57103.07,17.79,53.26,0,1,0,0,26
12784.97,60282.3,28.39,52.1,1,1,0,1,26
12784.97,60282.3,10.21,52.94,2,1,0,1,26
12784.97,60282.3,17.79,53.26,0,1,0,1,26
13431.52,61539.34,26.63,50.72,1,0,0,0,26
13431.52,61539.34,9.21,52.5,2,0,0,0,26
13431.52,61539.34,16.49,52.38,0,0,0,0,26
13431.52,56898.75,26.63,50.72,1,0,0,1,26
13431.52,56898.75,9.21,52.5,2,0,0,1,26
13431.52,56898.75,16.49,52.38,0,0,0,1,26
13833.18,52050.75,26.97,49.98,1,2,0,0,26
13833.18,52050.75,9.07,52.27,2,2,0,0,26
13833.18,52050.75,16.58,51.84,0,2,0,0,26
13833.18,38572.11,26.97,49.98,1,2,0,1,26
13833.18,38572.11,9.07,52.27,2,2,0,1,26
13833.18,38572.11,16.58,51.84,0,2,0,1,26
14011.61,43238.95,26.1,49.85,1,3,0,0,26
14011.61,43238.95,8.48,52.4,2,3,0,0,26
14011.61,43238.95,15.88,51.79,0,3,0,0,26
14011.61,34090.74,26.1,49.85,1,3,0,1,26
14011.61,34090.74,8.48,52.4,2,3,0,1,26
14011.61,34090.74,15.88,51.79,0,3,0,1,26
14485.31,44247.18,15.88,51.92,0,4,0,0,26
14485.31,39596.55,15.88,51.92,0,4,0,1,26
275061.99,70591.7,23.37,8.96,1,1,0,0,28
275061.99,70591.7,9.4,15.78,2,1,0,0,28
275061.99,70591.7,15.91,12.59,0,1,0,0,28
275061.99,63063,23.37,8.96,1,1,0,1,28
275061.99,63063,9.4,15.78,2,1,0,1,28
275061.99,63063,15.91,12.59,0,1,0,1,28
280044.82,71032.8,23.49,9.12,1,0,0,0,28
280044.82,71032.8,9.42,15.55,2,0,0,0,28
280044.82,71032.8,15.99,12.52,0,0,0,0,28
280044.82,64218.7,23.49,9.12,1,0,0,1,28
280044.82,64218.7,9.42,15.55,2,0,0,1,28
280044.82,64218.7,15.99,12.52,0,0,0,1,28
300752.77,60441.8,23.3,9.02,1,2,0,0,28
300752.77,60441.8,9.39,15.85,2,2,0,0,28
300752.77,60441.8,15.85,12.64,0,2,0,0,28
300752.77,57203.1,23.3,9.02,1,2,0,1,28
300752.77,57203.1,9.39,15.85,2,2,0,1,28
300752.77,57203.1,15.85,12.64,0,2,0,1,28
318408.81,63902.1,22.77,9.2,1,3,0,0,28
318408.81,63902.1,9.12,15.97,2,3,0,0,28
318408.81,63902.1,15.48,12.77,0,3,0,0,28
318408.81,56137,22.77,9.2,1,3,0,1,28
318408.81,56137,9.12,15.97,2,3,0,1,28
318408.81,56137,15.48,12.77,0,3,0,1,28
333351.04,68611.9,15.25,12.43,0,4,0,0,28
333351.04,58668.6,15.25,12.43,0,4,0,1,28
34143.74,70591.7,23.37,8.96,1,1,0,0,28
34143.74,70591.7,9.4,15.78,2,1,0,0,28
34143.74,70591.7,15.91,12.59,0,1,0,0,28
34143.74,63063,23.37,8.96,1,1,0,1,28
34143.74,63063,9.4,15.78,2,1,0,1,28
34143.74,63063,15.91,12.59,0,1,0,1,28
34101.49,71032.8,23.49,9.12,1,0,0,0,28
34101.49,71032.8,9.42,15.55,2,0,0,0,28
34101.49,71032.8,15.99,12.52,0,0,0,0,28
34101.49,64218.7,23.49,9.12,1,0,0,1,28
34101.49,64218.7,9.42,15.55,2,0,0,1,28
34101.49,64218.7,15.99,12.52,0,0,0,1,28
35901.78,60441.8,23.3,9.02,1,2,0,0,28
35901.78,60441.8,9.39,15.85,2,2,0,0,28
35901.78,60441.8,15.85,12.64,0,2,0,0,28
35901.78,57203.1,23.3,9.02,1,2,0,1,28
35901.78,57203.1,9.39,15.85,2,2,0,1,28
35901.78,57203.1,15.85,12.64,0,2,0,1,28
37269.57,63902.1,22.77,9.2,1,3,0,0,28
37269.57,63902.1,9.12,15.97,2,3,0,0,28
37269.57,63902.1,15.48,12.77,0,3,0,0,28
37269.57,56137,22.77,9.2,1,3,0,1,28
37269.57,56137,9.12,15.97,2,3,0,1,28
37269.57,56137,15.48,12.77,0,3,0,1,28
38276.62,68611.9,15.25,12.43,0,4,0,0,28
38276.62,58668.6,15.25,12.43,0,4,0,1,28
3765660.82,341269.2,5.76,6.4,1,1,0,0,31
3765660.82,341269.2,2.91,8.12,2,1,0,0,31
3765660.82,341269.2,4.3,7.28,0,1,0,0,31
3765660.82,521835.5,5.76,6.4,1,1,0,1,31
3765660.82,521835.5,2.91,8.12,2,1,0,1,31
3765660.82,521835.5,4.3,7.28,0,1,0,1,31
3768772.46,307875.4,5.35,6.25,1,0,0,0,31
3768772.46,307875.4,2.74,8.13,2,0,0,0,31
3768772.46,307875.4,4.01,7.21,0,0,0,0,31
3768772.46,496806.1,5.35,6.25,1,0,0,1,31
3768772.46,496806.1,2.74,8.13,2,0,0,1,31
3768772.46,496806.1,4.01,7.21,0,0,0,1,31
3615032.64,193021.1,5.63,6.27,1,2,0,0,31
3615032.64,193021.1,2.89,8.1,2,2,0,0,31
3615032.64,193021.1,4.22,7.21,0,2,0,0,31
3615032.64,341419.1,5.63,6.27,1,2,0,1,31
3615032.64,341419.1,2.89,8.1,2,2,0,1,31
3615032.64,341419.1,4.22,7.21,0,2,0,1,31
3635868.18,191494.3,5.56,6.37,1,3,0,0,31
3635868.18,191494.3,3.1,8.56,2,3,0,0,31
3635868.18,191494.3,4.3,7.49,0,3,0,0,31
3635868.18,281709,5.56,6.37,1,3,0,1,31
3635868.18,281709,3.1,8.56,2,3,0,1,31
3635868.18,281709,4.3,7.49,0,3,0,1,31
26240.26,341269.2,5.76,6.4,1,1,0,0,31
26240.26,341269.2,2.91,8.12,2,1,0,0,31
26240.26,341269.2,4.3,7.28,0,1,0,0,31
26240.26,521835.5,5.76,6.4,1,1,0,1,31
26240.26,521835.5,2.91,8.12,2,1,0,1,31
26240.26,521835.5,4.3,7.28,0,1,0,1,31
25797.5,307875.4,5.35,6.25,1,0,0,0,31
25797.5,307875.4,2.74,8.13,2,0,0,0,31
25797.5,307875.4,4.01,7.21,0,0,0,0,31
25797.5,496806.1,5.35,6.25,1,0,0,1,31
25797.5,496806.1,2.74,8.13,2,0,0,1,31
25797.5,496806.1,4.01,7.21,0,0,0,1,31
24691.83,193021.1,5.63,6.27,1,2,0,0,31
24691.83,193021.1,2.89,8.1,2,2,0,0,31
24691.83,193021.1,4.22,7.21,0,2,0,0,31
24691.83,341419.1,5.63,6.27,1,2,0,1,31
24691.83,341419.1,2.89,8.1,2,2,0,1,31
24691.83,341419.1,4.22,7.21,0,2,0,1,31
24788.68,191494.3,5.56,6.37,1,3,0,0,31
24788.68,191494.3,3.1,8.56,2,3,0,0,31
24788.68,191494.3,4.3,7.49,0,3,0,0,31
24788.68,281709,5.56,6.37,1,3,0,1,31
24788.68,281709,3.1,8.56,2,3,0,1,31
24788.68,281709,4.3,7.49,0,3,0,1,31
61380.05,27855.79,11.16,13.58,1,1,0,0,4
61380.05,27855.79,6.43,19.62,2,1,0,0,4
61380.05,27855.79,8.58,16.88,0,1,0,0,4
61380.05,28796.19,11.16,13.58,1,1,0,1,4
61380.05,28796.19,6.43,19.62,2,1,0,1,4
61380.05,28796.19,8.58,16.88,0,1,0,1,4
63620.56,28897.36,12.54,16,1,0,0,0,4
63620.56,28897.36,7.13,20.72,2,0,0,0,4
63620.56,28897.36,9.59,18.57,0,0,0,0,4
63620.56,30464.71,12.54,16,1,0,0,1,4
63620.56,30464.71,7.13,20.72,2,0,0,1,4
63620.56,30464.71,9.59,18.57,0,0,0,1,4
64935.93,25029.41,12.06,13.47,1,2,0,0,4
64935.93,25029.41,6.75,19.03,2,2,0,0,4
64935.93,25029.41,9.16,16.5,0,2,0,0,4
64935.93,26666.99,12.06,13.47,1,2,0,1,4
64935.93,26666.99,6.75,19.03,2,2,0,1,4
64935.93,26666.99,9.16,16.5,0,2,0,1,4
67574.53,25936.72,11.13,10.67,1,3,0,0,4
67574.53,25936.72,5.22,17.24,2,3,0,0,4
67574.53,25936.72,7.96,14.19,0,3,0,0,4
67574.53,27635.75,11.13,10.67,1,3,0,1,4
67574.53,27635.75,5.22,17.24,2,3,0,1,4
67574.53,27635.75,7.96,14.19,0,3,0,1,4
72063.83,30324.29,11.81,11.69,1,4,0,0,4
72063.83,30324.29,6.12,17.07,2,4,0,0,4
72063.83,30324.29,8.75,14.58,0,4,0,0,4
72063.83,32084.06,11.81,11.69,1,4,0,1,4
72063.83,32084.06,6.12,17.07,2,4,0,1,4
72063.83,32084.06,8.75,14.58,0,4,0,1,4
29802.65,27855.79,11.16,13.58,1,1,0,0,4
29802.65,27855.79,6.43,19.62,2,1,0,0,4
29802.65,27855.79,8.58,16.88,0,1,0,0,4
29802.65,28796.19,11.16,13.58,1,1,0,1,4
29802.65,28796.19,6.43,19.62,2,1,0,1,4
29802.65,28796.19,8.58,16.88,0,1,0,1,4
30856.8,28897.36,12.54,16,1,0,0,0,4
30856.8,28897.36,7.13,20.72,2,0,0,0,4
30856.8,28897.36,9.59,18.57,0,0,0,0,4
30856.8,30464.71,12.54,16,1,0,0,1,4
30856.8,30464.71,7.13,20.72,2,0,0,1,4
30856.8,30464.71,9.59,18.57,0,0,0,1,4
31471.88,25029.41,12.06,13.47,1,2,0,0,4
31471.88,25029.41,6.75,19.03,2,2,0,0,4
31471.88,25029.41,9.16,16.5,0,2,0,0,4
31471.88,26666.99,12.06,13.47,1,2,0,1,4
31471.88,26666.99,6.75,19.03,2,2,0,1,4
31471.88,26666.99,9.16,16.5,0,2,0,1,4
32729.61,25936.72,11.13,10.67,1,3,0,0,4
32729.61,25936.72,5.22,17.24,2,3,0,0,4
32729.61,25936.72,7.96,14.19,0,3,0,0,4
32729.61,27635.75,11.13,10.67,1,3,0,1,4
32729.61,27635.75,5.22,17.24,2,3,0,1,4
32729.61,27635.75,7.96,14.19,0,3,0,1,4
34886.08,30324.29,11.81,11.69,1,4,0,0,4
34886.08,30324.29,6.12,17.07,2,4,0,0,4
34886.08,30324.29,8.75,14.58,0,4,0,0,4
34886.08,32084.06,11.81,11.69,1,4,0,1,4
34886.08,32084.06,6.12,17.07,2,4,0,1,4
34886.08,32084.06,8.75,14.58,0,4,0,1,4
1.85E+07,2179404,28.11,12.29,1,1,0,0,5
1.85E+07,2179404,8.34,20.09,2,1,0,0,5
1.85E+07,2179404,17.43,16.51,0,1,0,0,5
1.85E+07,2235009,28.11,12.29,1,1,0,1,5
1.85E+07,2235009,8.34,20.09,2,1,0,1,5
1.85E+07,2235009,17.43,16.51,0,1,0,1,5
1.91E+07,2187738,27.71,12.25,1,0,0,0,5
1.91E+07,2187738,8.39,19.97,2,0,0,0,5
1.91E+07,2187738,17.29,16.42,0,0,0,0,5
1.91E+07,2253855,27.71,12.25,1,0,0,1,5
1.91E+07,2253855,8.39,19.97,2,0,0,1,5
1.91E+07,2253855,17.29,16.42,0,0,0,1,5
1.96E+07,1891770,27.5,11.99,1,2,0,0,5
1.96E+07,1891770,8.45,19.58,2,2,0,0,5
1.96E+07,1891770,17.23,16.1,0,2,0,0,5
1.96E+07,2054994,27.5,11.99,1,2,0,1,5
1.96E+07,2054994,8.45,19.58,2,2,0,1,5
1.96E+07,2054994,17.23,16.1,0,2,0,1,5
2.03E+07,1821831,27.19,11.83,1,3,0,0,5
2.03E+07,1821831,8.28,19.23,2,3,0,0,5
2.03E+07,1821831,17,15.83,0,3,0,0,5
2.03E+07,2006761,27.19,11.83,1,3,0,1,5
2.03E+07,2006761,8.28,19.23,2,3,0,1,5
2.03E+07,2006761,17,15.83,0,3,0,1,5
2.11E+07,2040908,26.95,11.6,1,4,0,0,5
2.11E+07,2040908,8.2,18.89,2,4,0,0,5
2.11E+07,2040908,16.85,15.54,0,4,0,0,5
2.11E+07,2195760,26.95,11.6,1,4,0,1,5
2.11E+07,2195760,8.2,18.89,2,4,0,1,5
2.11E+07,2195760,16.85,15.54,0,4,0,1,5
36506.69,2179404,28.11,12.29,1,1,0,0,5
36506.69,2179404,8.34,20.09,2,1,0,0,5
36506.69,2179404,17.43,16.51,0,1,0,0,5
36506.69,2235009,28.11,12.29,1,1,0,1,5
36506.69,2235009,8.34,20.09,2,1,0,1,5
36506.69,2235009,17.43,16.51,0,1,0,1,5
37547.77,2187738,27.71,12.25,1,0,0,0,5
37547.77,2187738,8.39,19.97,2,0,0,0,5
37547.77,2187738,17.29,16.42,0,0,0,0,5
37547.77,2253855,27.71,12.25,1,0,0,1,5
37547.77,2253855,8.39,19.97,2,0,0,1,5
37547.77,2253855,17.29,16.42,0,0,0,1,5
38503.12,1891770,27.5,11.99,1,2,0,0,5
38503.12,1891770,8.45,19.58,2,2,0,0,5
38503.12,1891770,17.23,16.1,0,2,0,0,5
38503.12,2054994,27.5,11.99,1,2,0,1,5
38503.12,2054994,8.45,19.58,2,2,0,1,5
38503.12,2054994,17.23,16.1,0,2,0,1,5
39652.94,1821831,27.19,11.83,1,3,0,0,5
39652.94,1821831,8.28,19.23,2,3,0,0,5
39652.94,1821831,17,15.83,0,3,0,0,5
39652.94,2006761,27.19,11.83,1,3,0,1,5
39652.94,2006761,8.28,19.23,2,3,0,1,5
39652.94,2006761,17,15.83,0,3,0,1,5
41135.45,2040908,26.95,11.6,1,4,0,0,5
41135.45,2040908,8.2,18.89,2,4,0,0,5
41135.45,2040908,16.85,15.54,0,4,0,0,5
41135.45,2195760,26.95,11.6,1,4,0,1,5
41135.45,2195760,8.2,18.89,2,4,0,1,5
41135.45,2195760,16.85,15.54,0,4,0,1,5
45639.61,16503.01,7.65,11.55,0,1,0,0,34
45639.61,13023.45,7.65,11.55,0,1,0,1,34
47467.81,16745.5,6.56,11.54,0,0,0,0,34
47467.81,13589.05,6.56,11.54,0,0,0,1,34
22674.54,16503.01,7.65,11.55,0,1,0,0,34
22674.54,13023.45,7.65,11.55,0,1,0,1,34
23802.34,16745.5,6.56,11.54,0,0,0,0,34
23802.34,13589.05,6.56,11.54,0,0,0,1,34
3232120.16,241188.7,24.66,26.81,1,1,0,0,32
3232120.16,241188.7,10.23,34.39,2,1,0,0,32
3232120.16,241188.7,16.38,31.15,0,1,0,0,32
3232120.16,241577.3,24.66,26.81,1,1,0,1,32
3232120.16,241577.3,10.23,34.39,2,1,0,1,32
3232120.16,241577.3,16.38,31.15,0,1,0,1,32
3306567.32,230727,25.6,28.26,1,0,0,0,32
3306567.32,230727,10.57,35.34,2,0,0,0,32
3306567.32,230727,17.06,32.28,0,0,0,0,32
3306567.32,224097.8,25.6,28.26,1,0,0,1,32
3306567.32,224097.8,10.57,35.34,2,0,0,1,32
3306567.32,224097.8,17.06,32.28,0,0,0,1,32
3213604.32,172422.2,26.52,28.22,1,2,0,0,32
3213604.32,172422.2,11.51,36.48,2,2,0,0,32
3213604.32,172422.2,17.92,32.94,0,2,0,0,32
3213604.32,190092,26.52,28.22,1,2,0,1,32
3213604.32,190092,11.51,36.48,2,2,0,1,32
3213604.32,190092,17.92,32.94,0,2,0,1,32
16076.91,241188.7,24.66,26.81,1,1,0,0,32
16076.91,241188.7,10.23,34.39,2,1,0,0,32
16076.91,241188.7,16.38,31.15,0,1,0,0,32
16076.91,241577.3,24.66,26.81,1,1,0,1,32
16076.91,241577.3,10.23,34.39,2,1,0,1,32
16076.91,241577.3,16.38,31.15,0,1,0,1,32
16305.95,230727,25.6,28.26,1,0,0,0,32
16305.95,230727,10.57,35.34,2,0,0,0,32
16305.95,230727,17.06,32.28,0,0,0,0,32
16305.95,224097.8,25.6,28.26,1,0,0,1,32
16305.95,224097.8,10.57,35.34,2,0,0,1,32
16305.95,224097.8,17.06,32.28,0,0,0,1,32
15716.77,172422.2,26.52,28.22,1,2,0,0,32
15716.77,172422.2,11.51,36.48,2,2,0,0,32
15716.77,172422.2,17.92,32.94,0,2,0,0,32
15716.77,190092,26.52,28.22,1,2,0,1,32
15716.77,190092,11.51,36.48,2,2,0,1,32
15716.77,190092,17.92,32.94,0,2,0,1,32
78853.76,33076.95,9.69,9.66,1,1,0,0,29
78853.76,33076.95,7.25,11.77,0,1,0,0,29
78853.76,31856.99,9.69,9.66,1,1,0,1,29
78853.76,31856.99,7.25,11.77,0,1,0,1,29
82617.25,32779.84,9.59,10.24,1,0,0,0,29
82617.25,32779.84,4.81,14.04,2,0,0,0,29
82617.25,32779.84,7.24,12.1,0,0,0,0,29
82617.25,31535.92,9.59,10.24,1,0,0,1,29
82617.25,31535.92,4.81,14.04,2,0,0,1,29
82617.25,31535.92,7.24,12.1,0,0,0,1,29
83613.58,26952.39,9.26,10.03,1,2,0,0,29
83613.58,26952.39,4.14,14.6,2,2,0,0,29
83613.58,26952.39,6.75,12.27,0,2,0,0,29
83613.58,24748.29,9.26,10.03,1,2,0,1,29
83613.58,24748.29,4.14,14.6,2,2,0,1,29
83613.58,24748.29,6.75,12.27,0,2,0,1,29
85652.1,26197.98,9.26,9.54,1,3,0,0,29
85652.1,26197.98,6.95,12.33,0,3,0,0,29
85652.1,24242.35,9.26,9.54,1,3,0,1,29
85652.1,24242.35,6.95,12.33,0,3,0,1,29
90748.99,31454.41,9.31,9.38,1,4,0,0,29
90748.99,31454.41,7.04,12.01,0,4,0,0,29
90748.99,29009.62,9.31,9.38,1,4,0,1,29
90748.99,29009.62,7.04,12.01,0,4,0,1,29
26660.6,33076.95,9.69,9.66,1,1,0,0,29
26660.6,33076.95,7.25,11.77,0,1,0,0,29
26660.6,31856.99,9.69,9.66,1,1,0,1,29
26660.6,31856.99,7.25,11.77,0,1,0,1,29
28174.25,32779.84,9.59,10.24,1,0,0,0,29
28174.25,32779.84,4.81,14.04,2,0,0,0,29
28174.25,32779.84,7.24,12.1,0,0,0,0,29
28174.25,31535.92,9.59,10.24,1,0,0,1,29
28174.25,31535.92,4.81,14.04,2,0,0,1,29
28174.25,31535.92,7.24,12.1,0,0,0,1,29
28783.54,26952.39,9.26,10.03,1,2,0,0,29
28783.54,26952.39,4.14,14.6,2,2,0,0,29
28783.54,26952.39,6.75,12.27,0,2,0,0,29
28783.54,24748.29,9.26,10.03,1,2,0,1,29
28783.54,24748.29,4.14,14.6,2,2,0,1,29
28783.54,24748.29,6.75,12.27,0,2,0,1,29
29862.34,26197.98,9.26,9.54,1,3,0,0,29
29862.34,26197.98,6.95,12.33,0,3,0,0,29
29862.34,24242.35,9.26,9.54,1,3,0,1,29
29862.34,24242.35,6.95,12.33,0,3,0,1,29
32154.47,31454.41,9.31,9.38,1,4,0,0,29
32154.47,31454.41,7.04,12.01,0,4,0,0,29
32154.47,29009.62,9.31,9.38,1,4,0,1,29
32154.47,29009.62,7.04,12.01,0,4,0,1,29
